user_id,item_id,time
0,0,476496000
1,0,486432000
2,1,482803200
3,1,474422400
4,1,475372800
5,2,448848000
6,2,463795200
7,3,411264000
8,4,443059200
9,4,465696000
10,5,447811200
11,6,385689600
12,6,448243200
13,7,233193600
14,8,454982400
15,8,394502400
16,9,491961600
17,10,466560000
18,11,478310400
19,12,480556800
20,12,474249600
21,13,481161600
22,14,447379200
23,15,482284800
24,15,486691200
25,15,489024000
26,15,469670400
27,15,490838400
28,15,462153600
29,15,477705600
30,15,473385600
31,15,460944000
32,15,457228800
33,15,467856000
34,15,469497600
35,15,486518400
36,16,494208000
37,16,402451200
38,16,488678400
39,17,487382400
40,17,486086400
41,17,494121600
42,17,486432000
43,18,483494400
44,18,462067200
45,19,466560000
46,19,457142400
47,20,488678400
48,20,493084800
49,20,435542400
50,20,387936000
51,20,429840000
52,21,453168000
53,22,487468800
54,22,464054400
55,22,459302400
56,23,496454400
57,23,479347200
58,23,491788800
59,23,483926400
60,23,481680000
61,23,480643200
62,23,483926400
63,23,487987200
64,23,486259200
65,23,470361600
66,23,471830400
67,23,473299200
68,23,474508800
69,24,491961600
70,24,465782400
71,24,445737600
72,24,478569600
73,24,445478400
74,24,494726400
75,25,480384000
76,25,424828800
77,26,493084800
78,26,437270400
79,26,430876800
80,27,493862400
81,27,492912000
82,27,489196800
83,27,486259200
84,28,450835200
85,28,452563200
86,29,443318400
87,29,491097600
88,30,444873600
89,31,448761600
90,31,496022400
91,31,447638400
92,32,484444800
93,32,459216000
94,33,407635200
95,33,467337600
96,33,419212800
97,33,472003200
98,33,413683200
99,33,429321600
100,33,451008000
101,33,453945600
102,34,466646400
103,35,472435200
104,35,474249600
105,36,464572800
106,37,427852800
107,37,442972800
108,38,480038400
109,38,464313600
110,39,433296000
111,39,454032000
112,40,427161600
113,41,432432000
114,41,481593600
115,41,452044800
116,41,446601600
117,41,450489600
118,42,450921600
119,42,459043200
120,43,461289600
121,43,441936000
122,43,437702400
123,44,440726400
124,44,443750400
125,45,440208000
112,45,442540800
126,46,364521600
127,47,449971200
128,48,453254400
129,48,485913600
130,49,446342400
131,50,427507200
132,51,479865600
133,51,492220800
134,52,490924800
135,52,480643200
136,52,494985600
137,53,459648000
108,54,485827200
138,54,454118400
139,55,450057600
140,56,491702400
141,56,479433600
142,56,477532800
143,57,496454400
144,57,450835200
128,57,459043200
145,57,395625600
146,58,445478400
147,59,465004800
148,59,469584000
149,59,495936000
150,59,445046400
151,59,456451200
152,59,446688000
153,60,486950400
154,60,480038400
155,61,430012800
156,62,333331200
157,62,437443200
158,62,460857600
159,62,487209600
160,62,329961600
161,63,396835200
162,63,405043200
163,63,339724800
164,63,393033600
165,64,487728000
166,65,480470400
167,66,453254400
168,66,445046400
169,67,465350400
170,67,426297600
171,68,458179200
172,68,485740800
173,68,442281600
174,68,489369600
175,68,415497600
176,68,469843200
177,68,464918400
178,68,482544000
179,68,483580800
180,68,467769600
181,68,481507200
182,68,483408000
183,69,435542400
184,70,449280000
185,71,492566400
186,72,346636800
187,72,453686400
188,72,493430400
189,72,351993600
190,72,298252800
191,72,325555200
192,72,483408000
193,73,465264000
194,74,486172800
195,74,478569600
196,75,456278400
197,76,417312000
198,76,477273600
199,76,484444800
200,76,453340800
201,77,392860800
202,78,479865600
203,78,476755200
204,78,488764800
205,79,428544000
206,79,396144000
