user_id,item_id,time
0,0,493344000
1,0,479433600
2,0,513993600
3,1,462844800
4,1,493603200
5,1,524966400
6,1,437011200
7,1,429062400
8,1,489283200
9,1,434332800
10,1,474768000
11,1,473904000
12,1,512870400
13,1,472694400
14,1,430272000
15,1,440035200
16,1,509328000
17,1,525139200
18,1,488332800
19,1,494899200
20,1,453168000
21,1,493430400
22,1,445910400
23,1,506217600
24,1,429408000
25,1,437011200
26,1,494553600
27,1,460252800
28,1,428976000
29,2,271468800
30,2,279244800
31,3,224035200
32,3,280281600
33,4,400723200
34,4,401068800
35,4,425347200
36,4,518140800
37,4,405907200
38,5,285984000
39,6,445478400
40,6,505785600
41,6,406857600
38,6,407462400
42,6,489888000
43,6,516153600
44,7,455068800
45,7,379641600
46,7,518140800
47,7,522028800
48,7,517708800
49,7,418608000
50,7,524880000
51,7,486777600
52,7,397785600
53,8,454550400
54,8,378777600
55,8,513993600
56,8,353289600
57,8,384566400
58,8,457142400
59,8,425088000
60,8,506995200
61,9,420249600
62,10,481939200
63,10,436233600
64,10,497404800
65,10,501724800
66,10,441676800
67,10,479520000
68,10,451353600
69,11,479865600
70,11,522028800
71,12,301795200
72,13,504921600
73,13,425865600
74,14,456710400
75,14,484358400
76,14,484617600
77,14,444096000
78,14,450921600
79,15,484617600
80,15,317347200
81,15,399772800
82,15,412041600
83,16,409449600
84,16,419731200
85,17,406512000
86,18,380764800
87,18,359769600
88,18,339638400
89,18,401846400
90,18,478828800
91,18,329443200
92,18,499219200
93,19,373766400
94,20,322444800
95,21,460771200
96,21,441849600
97,21,487382400
98,21,481420800
99,21,481593600
100,21,443232000
101,21,477360000
102,21,512956800
103,21,482803200
104,21,500774400
105,21,487382400
106,21,455068800
107,21,491443200
108,21,477532800
109,21,477532800
110,21,447206400
111,21,524016000
112,21,447984000
113,21,507254400
114,21,489715200
115,21,480816000
116,21,439862400
117,21,487641600
118,21,478396800
119,21,505267200
120,22,385603200
121,22,414028800
122,23,369100800
123,24,269049600
124,24,306979200
125,24,257385600
126,25,459561600
127,25,491356800
128,26,526262400
129,26,484790400
130,26,483753600
131,26,485481600
132,26,522374400
133,26,453859200
134,26,504921600
135,26,514512000
136,26,492566400
137,26,492566400
138,26,483408000
139,26,501206400
140,26,503539200
141,26,496972800
142,26,484876800
143,26,520300800
144,26,516672000
145,27,500169600
146,27,468720000
147,28,385862400
148,28,433555200
149,29,503712000
150,29,514944000
151,29,480124800
152,29,479001600
153,29,499651200
154,29,520300800
155,30,487900800
156,30,481420800
157,30,455500800
158,30,508032000
159,30,508636800
160,30,508809600
161,30,440380800
162,30,509673600
163,30,514944000
164,30,510105600
165,30,456192000
166,30,509587200
167,30,492307200
168,30,418608000
169,30,423187200
170,30,494985600
171,30,353116800
172,30,504057600
173,30,493171200
174,30,514339200
175,30,477100800
176,30,477878400
177,30,499996800
178,30,508118400
179,30,492566400
180,30,422928000
181,30,426038400
182,30,453254400
183,30,480902400
184,30,486518400
185,30,467337600
186,31,399513600
187,32,460684800
188,32,416016000
189,32,481334400
190,33,229392000
191,33,231120000
192,33,223171200
193,33,489974400
194,33,103766400
195,34,367200000
196,34,452304000
197,35,523756800
198,35,86313600
199,35,500515200
200,35,123033600
201,35,88387200
202,35,85795200
203,35,117417600
204,35,145324800
205,35,510796800
206,35,94348800
207,35,466473600
208,35,103939200
209,35,139968000
210,35,114912000
211,35,186278400
212,35,129686400
213,35,116812800
214,36,257040000
215,36,213667200
216,36,462067200
217,36,201744000
218,36,165542400
219,37,121651200
220,37,525225600
211,37,180230400
221,38,328320000
222,38,271555200
223,38,108000000
211,38,181785600
218,38,193622400
224,39,274147200
225,39,518054400
226,39,513907200
227,39,295056000
228,39,482889600
229,39,307843200
230,39,239328000
231,39,511660800
232,39,330912000
233,39,117676800
175,39,471052800
234,39,185500800
235,39,520387200
236,39,479347200
237,39,354326400
238,39,496454400
239,40,269049600
240,40,190339200
241,40,396489600
242,40,228182400
243,40,403228800
244,40,167702400
211,40,181785600
245,40,431913600
246,41,321840000
247,41,509673600
248,41,138844800
249,41,425088000
250,42,160099200
251,42,490147200
252,42,202694400
241,42,359769600
253,42,481075200
254,43,210729600
255,43,473558400
256,43,241833600
257,43,90201600
258,43,269308800
259,44,128563200
260,44,316915200
261,44,95904000
262,44,461808000
263,45,130291200
264,45,460252800
265,45,143683200
266,45,481766400
267,45,295488000
268,45,359337600
269,45,398995200
270,45,214531200
237,45,384566400
271,46,204854400
272,46,341712000
273,46,142646400
274,46,468028800
275,46,336441600
268,46,359337600
269,46,398995200
270,46,214531200
276,46,409881600
277,46,511142400
278,46,92448000
279,46,456710400
280,46,405388800
281,46,111974400
237,46,384566400
282,46,521596800
283,47,493603200
284,47,486777600
285,47,352771200
286,47,326764800
287,47,96422400
288,47,410054400
271,48,205545600
289,48,142905600
290,48,85622400
291,49,489542400
292,49,366940800
293,49,239068800
294,49,236822400
191,50,350956800
295,50,370656000
296,50,484963200
297,50,187747200
256,50,241574400
278,50,92188800
298,50,496108800
271,51,207446400
299,51,476668800
235,51,520387200
300,52,428025600
301,52,457747200
302,52,471225600
303,52,265939200
304,52,120614400
305,52,479088000
264,52,484963200
306,52,503712000
307,52,218160000
308,52,512352000
309,53,272160000
310,53,154051200
311,53,523065600
312,53,145497600
313,53,477100800
314,53,357782400
315,53,148521600
316,53,396489600
317,53,166579200
318,53,443577600
319,53,146620800
320,53,453340800
321,53,308880000
322,53,254620800
323,53,499392000
324,53,477014400
308,53,512352000
325,54,372902400
326,54,195177600
327,54,221616000
310,54,152064000
311,54,523065600
312,54,144720000
328,54,137203200
329,54,196732800
330,54,120096000
331,54,501033600
332,54,124588800
333,54,513734400
315,54,148608000
334,54,117072000
335,54,442022400
336,54,368236800
337,54,102038400
338,54,308620800
322,54,252806400
278,54,92188800
323,54,495158400
339,54,512611200
340,54,389232000
308,54,512352000
341,54,426902400
342,55,516153600
343,55,482371200
224,56,273801600
241,56,464659200
344,56,521769600
345,56,517449600
346,56,210643200
324,56,477014400
347,57,77414400
348,57,338774400
191,58,258422400
349,58,104284800
350,58,91670400
351,59,51148800
352,59,217728000
353,60,395280000
354,60,353635200
355,60,150336000
356,60,505008000
356,61,505008000
357,61,142560000
209,61,140745600
358,62,234230400
359,62,156470400
356,62,505008000
360,62,89510400
361,62,453168000
362,63,120096000
363,64,491184000
364,64,261273600
365,64,127785600
366,64,510192000
367,64,487728000
368,65,79315200
369,65,75945600
370,65,78537600
371,65,109123200
372,65,118454400
373,65,131673600
374,65,113011200
375,65,170726400
376,65,105753600
377,65,122601600
378,65,85276800
379,65,87264000
380,65,85536000
381,65,103334400
382,65,76291200
383,65,103507200
384,65,229564800
385,66,109382400
386,66,117590400
387,66,141523200
388,66,81129600
389,66,201571200
390,66,491270400
391,66,108950400
392,66,276048000
393,66,86054400
394,66,500688000
395,66,119318400
396,66,282873600
397,66,115171200
398,66,473558400
399,66,456451200
400,66,467337600
401,66,252201600
402,66,413769600
273,67,141091200
403,67,135043200
404,67,232243200
405,68,96249600
388,68,80092800
406,68,81302400
407,68,240192000
408,68,64281600
409,68,79488000
410,68,87264000
393,68,78364800
411,68,315446400
412,68,75859200
413,68,73180800
414,68,111715200
415,68,315446400
416,68,346550400
417,68,78624000
418,68,64540800
419,68,238809600
420,68,65404800
421,68,77932800
422,69,70070400
423,69,66268800
424,69,441158400
425,69,70329600
426,69,250905600
427,69,354153600
428,69,453945600
429,69,221529600
430,69,240451200
431,69,230342400
432,69,63849600
433,69,200620800
434,69,71712000
435,69,68256000
436,69,67996800
437,69,257040000
438,70,497923200
439,70,213667200
440,70,191980800
441,70,71884800
442,70,71625600
443,71,496368000
444,71,511833600
445,71,459734400
415,71,332553600
446,71,456192000
447,71,382233600
448,72,87609600
449,72,78883200
450,72,74390400
451,72,346550400
452,72,66268800
453,72,83203200
454,72,99187200
455,72,464486400
456,72,391046400
346,72,201052800
432,72,63849600
457,72,258336000
418,72,64540800
435,72,68256000
458,72,138585600
459,72,142041600
460,73,85708800
461,73,103075200
462,73,79574400
463,73,167875200
408,73,64800000
464,73,87696000
465,73,66441600
466,73,75772800
340,73,399254400
467,73,102211200
190,74,265593600
468,74,233798400
469,74,116035200
470,74,410486400
471,74,104716800
472,74,106790400
191,74,266976000
473,74,97718400
474,74,450662400
475,74,92448000
476,74,98755200
477,74,474422400
350,74,96854400
478,74,125712000
196,74,381974400
479,74,513216000
480,75,381283200
202,75,85795200
481,75,497664000
482,75,524880000
212,75,136857600
483,76,449280000
190,76,266544000
484,76,127699200
485,76,404265600
224,76,497318400
486,76,257904000
487,76,525830400
488,76,415756800
489,76,492652800
490,76,516499200
191,76,271382400
491,76,482457600
492,76,478137600
493,76,441936000
494,76,355017600
495,76,498182400
252,76,199238400
473,76,97459200
496,76,506995200
497,76,433900800
498,76,445737600
499,76,497491200
500,76,492739200
501,76,498182400
502,76,174441600
427,76,232502400
503,76,180144000
222,76,243820800
504,76,506736000
192,76,273369600
505,76,491616000
506,76,86313600
507,76,161654400
508,76,517708800
509,76,510364800
510,76,241315200
366,76,510105600
511,76,127094400
512,77,419817600
513,77,512092800
514,77,406771200
515,77,178156800
224,77,277171200
516,77,505440000
517,77,481766400
518,77,141782400
519,77,140400000
520,77,148003200
521,77,386467200
522,77,241488000
523,77,116640000
524,77,332899200
525,77,516067200
526,77,129254400
527,77,371174400
528,77,149040000
497,77,435715200
529,77,172972800
232,77,337737600
530,77,204768000
531,77,193104000
532,77,95990400
533,77,138931200
534,77,511056000
243,77,404438400
535,77,93139200
536,77,159235200
537,77,132364800
538,77,145843200
539,77,117244800
540,77,475545600
511,77,127180800
541,77,100483200
542,77,338083200
543,77,503625600
544,78,318470400
545,78,90892800
546,78,364780800
547,78,464659200
548,78,148867200
549,78,481334400
550,78,139449600
551,78,196819200
200,78,134697600
552,78,117072000
553,78,468028800
554,78,403660800
555,78,96249600
556,78,176428800
557,78,114825600
558,78,325641600
559,78,525052800
560,78,97804800
561,78,273715200
562,78,162950400
563,78,381110400
191,78,304387200
564,78,461980800
565,78,520819200
566,78,388022400
567,78,153273600
568,78,254880000
569,78,87955200
570,78,162345600
571,78,156988800
572,78,400723200
329,78,199584000
573,78,114048000
574,78,320803200
575,78,468201600
