,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0,1.0786567,-2.080875,-0.39089423,-0.41522354,1.575017,-2.4796915,2.234648,0.077679664,0.8220844,0.41773486,0.013268709,1.4779993,-0.37138903,0.97156054,-0.9313475,0.4153276,0.3215862,-1.9719658,-0.08572252,-0.32972956,0.2748645,0.15929234,0.010082483,-0.41391075,0.32982606,0.047642887,1.1514728,-0.8780494,-0.50620574,0.08733229,0.0010943413,1.4393232,-1.1304742,0.43535757,-1.2932122,0.55874443,-0.160336,0.21954682,0.32661432,-0.8772295,-0.37573302,1.154542,-0.3331059,0.71085995,-1.1068848,0.12983128,0.64999807,-0.2404632,0.30328447,-0.9590739,-1.0396804,0.052797243,0.30482745,-0.8059466,0.79907715,-1.087821,1.4516785,1.0011351,0.3740523,0.5563054,0.26055503,-0.01725179,1.1444823,-0.17833447,0.50021446,-0.017454863,-0.14559156,0.45837528,-0.7893573,-1.8570669,-0.37447584,0.6460665,0.99064183,-0.21422273,-0.73917747,-0.1946661,-0.23327607,-0.43448097,0.19968587,-0.77513605,0.42301285,0.5593921,0.45910057,0.119820625,-0.21384452,0.6964348,-0.32442948,0.41569608,0.114828974,0.15636516,-0.20163718,-0.028359275,0.078680664,0.29504725
1,1.7896215,-1.938004,-1.3348248,0.7593598,0.4716307,-2.1329582,2.1719558,-0.14155003,-1.3990078,-0.31436157,0.07528889,0.7333468,-0.14997782,0.4544863,0.16077735,-0.21556413,0.13434511,-0.8291296,-0.97225815,0.7220821,-0.97415036,-0.25942773,-0.99060166,-0.52676845,0.91035545,-0.451051,0.15990433,0.4974043,0.052149355,-0.010621704,-0.65624267,0.45575327,-0.9782362,-0.49844825,-0.16781518,-0.8168824,0.038812578,0.8706384,0.22628975,-0.14454797,0.6458467,0.15388954,-0.46636972,-0.5411972,0.07388422,0.48481715,0.48085284,-0.1888805,0.48987406,0.16126883,-0.5073116,-0.3497373,0.20544557,-0.35689706,0.41550988,0.6182139,0.21586724,-0.3642583,0.78274506,-0.20829982,0.11598186,0.4403019,-0.10885037,-0.20817834,0.24961577,-0.45096213,-0.6530655,0.0342288,0.269607,0.37799877,0.7047751,-0.6811426,-1.0292132,-0.43153957,0.49774325,0.45473284,-0.61092675,-0.39029878,-0.06930381,0.0946036,-1.4225314,0.5006588,-0.7022179,0.04536566,0.3652637,-0.7419749,-0.38237885,-0.040428977,0.105121166,0.5089322,1.0050609,0.0022544935,-0.6809405,0.14508006
2,0.44929004,-1.9055452,-0.5857581,-0.13699774,0.6624497,-1.1950076,1.4108455,2.2469974,-0.72987854,0.013760209,0.6888609,0.845512,2.2651272,-0.13101977,0.36617172,1.2044125,1.0539675,-0.49894574,-0.5574073,-0.81950223,0.51552355,0.7363647,0.045805454,0.36009374,-0.50041914,1.76347,-0.018174298,-1.6445942,0.4921077,-0.22081591,0.47046274,-0.46287173,0.48637748,0.035252422,-1.5776958,0.79556036,0.07877687,-0.2538884,-0.6049833,0.3011101,0.90520275,0.5810487,-1.092422,1.1814091,0.51384,0.54928255,0.13868597,0.34422046,-0.56005955,-0.037856966,-0.051001683,-0.77116126,0.5171611,0.75809634,0.52827245,-0.09984249,0.17317957,0.43470675,-0.76906466,-0.43482798,-0.31251502,0.23361456,-0.24263677,-0.3914507,-1.0255953,0.21586049,1.9633868,-0.75610906,0.39989245,0.776385,-0.017740324,0.46777532,0.37013435,-0.6671435,0.6606139,0.5291561,0.9003629,-0.3512959,0.6199891,0.39240405,-0.4189111,0.012467653,-0.5765917,-0.5092789,-1.093942,-0.076563545,-0.31160742,0.480994,0.14099088,0.4362669,0.3462207,0.23875763,0.029634029,-0.17685848
3,1.2823775,0.30460358,-1.4198534,1.6484263,-0.5324966,-1.1303234,-1.0761373,4.636684,-0.72751284,0.5377399,0.4433437,0.18217303,0.5859313,0.46293813,0.21376841,1.8607526,-1.0077244,-0.96364665,0.9674812,-0.40566635,0.6408794,-1.3298738,1.2651827,-1.342151,1.1620609,-1.5104765,0.65297675,1.4256135,-1.8223714,0.7241291,0.60898536,1.2695738,1.8744678,-1.6940892,0.2745325,0.33403143,0.29853106,0.45051214,-1.3403945,1.2912736,-1.5926789,-1.4418259,-0.2083286,-1.2709979,0.51135474,1.0536473,0.81415385,-1.4637266,-0.07712227,0.73233616,-0.13464943,1.4465793,-0.0024227947,0.10840373,-0.38094592,0.17321527,0.5134976,0.35625267,0.103752255,0.90044427,-0.17929348,0.3320893,0.2786312,-0.06365281,-0.1470952,0.52828676,0.5299858,-0.024678767,-0.06990568,-0.10512297,0.046103686,-0.090369724,0.36177516,-0.07810418,-0.025252521,-0.5175555,0.0024267435,0.26300067,0.2280857,0.3494214,-0.25955063,-0.10016495,-0.26496598,0.077580184,-0.23905487,0.24743415,-0.38009664,-0.08506204,0.047084242,0.1727755,0.27221137,0.024564892,0.112353235,-0.20687315
4,0.71726155,-1.1558776,-0.8951029,1.6219246,-0.17828119,-1.0902027,1.2975401,3.1909542,1.4807949,0.16348326,-1.6653085,0.60672146,0.09518355,-0.017598152,-0.09086518,-0.50450015,0.60645473,-1.1288604,-0.37557065,0.5142204,-0.018078357,0.37399492,-0.72254074,0.12464234,0.40169,0.023973107,0.13934101,-0.1943959,-0.108931966,1.5614995,-0.8504967,0.82438457,0.3062196,1.7799897,0.13612086,0.6002929,0.14057511,-0.49299976,-0.37885234,0.30407476,-1.9583534,1.2347112,1.3384349,0.04048258,-0.48768267,-1.1788309,-0.034249127,0.82809585,-0.5464649,-1.2969881,1.4703269,0.8793416,-0.3110579,-0.1879843,-0.08629808,-0.7270155,-1.2430509,1.1744493,0.15528658,-0.1528855,-0.4894218,0.35816813,-1.5618845,0.29979378,0.50099415,-0.8442899,0.57813835,-0.14096604,0.979549,0.4716155,-0.07475333,0.22413328,-0.19239399,-0.14219822,0.3991957,0.049162336,-0.33936366,0.5788502,-0.16568398,0.10266891,0.0045119077,0.044569433,-0.03879015,0.33990225,0.860273,0.2970854,0.041325405,0.55894786,0.57855153,-0.090075314,0.28393164,0.115246326,0.17037416,0.023200661
5,0.87127256,-0.8310709,-0.35021245,1.248019,1.0465918,-0.021317601,-0.050367594,3.531648,-0.43453494,0.018721163,0.6779317,0.62760556,2.752664,-0.056788683,1.0371107,1.1783533,0.08231516,0.9894699,-1.2614546,0.028881371,-0.19638908,-0.20732039,-0.92414534,-0.05427265,0.23156774,1.9021411,-0.09360384,-1.347669,0.09665871,-0.16113119,0.8925859,-1.1741009,0.9200177,0.34812465,-0.69167686,1.9619585,0.76721627,0.49223733,-0.80520713,-0.58687377,0.09684336,-0.4362911,-1.4865696,0.44265264,0.0378626,-0.93381345,0.41516244,0.034530222,0.82627505,0.4386679,-0.088799946,0.40113539,0.24277954,0.35936582,-0.38113987,1.1418616,-0.43046707,0.33435494,-0.65336907,-0.41411406,0.63003343,0.52859557,0.66251266,0.5847769,-0.8778484,-0.6758028,-1.5652932,0.31964588,-0.97956866,-0.4845106,-0.3159477,0.077285245,-0.47015867,0.84763485,0.18478155,0.5098153,-0.5951902,-0.009111881,-0.7655955,-0.005792618,-0.26237002,-0.23786256,0.37131292,0.5145587,1.0232451,0.18384935,-0.07537429,0.27581143,-0.29275876,-0.12705196,-0.13414085,-0.005242288,0.032838106,0.053242892
6,1.625619,-1.1931682,-1.4866564,0.90653175,1.3326843,-0.12683207,1.5765247,2.3159623,-1.5502181,1.0349848,1.6891017,1.103154,1.0100911,1.0378437,0.28559744,0.81047064,-0.15998162,-1.3029773,-0.4317565,-0.1576978,-0.39225364,-0.31567496,1.3496122,0.3740969,0.6590061,-0.66941816,-0.11726307,-0.46004224,0.72820777,-0.3301937,-1.1578296,-1.2884142,-0.56883717,-1.1101155,0.64879364,-2.2501245,-1.4541982,0.016088158,1.1546901,-0.20436418,-1.3073264,0.26260313,-0.5534821,0.05468875,0.30299112,0.0073759556,-0.958628,0.86297387,0.19400543,0.026759624,1.0268141,-0.5188366,0.33703,0.6950072,-0.10215095,1.2097701,0.24600449,-0.89119583,0.16892582,-0.64404774,-1.2644012,-0.9792679,0.050574258,0.9542221,0.41042754,0.8605612,-0.03923011,0.46573323,0.3813206,0.36689058,0.15451877,1.0787506,0.7795501,0.6046265,-0.45251894,0.37441176,-0.22071749,-0.34992325,-0.117961764,-0.21156365,0.5287826,-0.43477985,0.6298773,-0.13065901,0.34826314,0.5350746,-0.6878438,0.33070186,-0.3976995,-0.09223187,0.1241342,-0.1803891,-0.3376214,-0.122770935
7,0.56908965,-2.0046747,-0.7425212,1.5179513,0.30325758,-0.6942099,1.8420639,1.3999246,-0.30228105,-0.04379469,-1.0334077,1.2886666,0.41925147,-0.40108448,-0.23101178,-0.033719778,0.011455601,-0.34998238,-0.589744,0.4672566,0.04501012,-0.044862956,-0.2940532,-0.3764171,0.7067499,0.2953076,0.050437003,1.0772729,0.48834822,1.1560341,0.053868726,0.012643367,0.29164016,1.1353469,-0.9398309,0.06681144,0.16452113,-0.2668027,0.93015945,0.57092404,-1.0611957,1.0106547,0.0604254,0.1308108,-0.91859627,0.0737246,-0.69010717,-0.25205517,-0.4680962,0.052721262,0.46044275,0.20858182,0.40511626,0.12130396,0.6983394,0.4941502,0.58531034,0.41598433,0.1912319,-0.6439651,-0.17613953,-0.94567895,0.20042077,0.00656271,-0.90653884,0.45456022,-0.3105288,0.54060215,-0.04525447,-0.08197589,0.49153078,-1.0362781,-0.33196893,0.6455871,-0.17773461,-1.0428702,0.2787128,0.26213914,-0.08485901,-0.40247685,-0.13393903,-0.95801395,-0.27182218,-0.64199066,-0.47581214,-0.6839556,1.1467639,-0.9478016,-0.72202116,0.4027282,-0.7418995,-0.36807662,-0.03107062,-0.83132744
8,1.926439,-1.0381379,-0.24527833,1.0105319,-1.8131126,-1.2012129,0.6905271,1.6837224,-0.64184844,-0.39524505,0.38985026,0.35167012,-0.017477617,0.5656932,0.51428646,1.4017723,-0.091759615,-0.17065771,-0.24175997,-0.069232285,-0.52831143,-0.023460716,-0.10795283,-0.4432399,0.744087,-0.27054065,-0.29210207,0.7744808,0.047238365,-0.1608271,0.53569716,0.5007347,-0.37914047,-0.058901638,0.8492778,-0.29585788,-0.27937627,0.3944253,-0.04082653,0.14641088,-0.009954751,-0.46041268,-0.31712338,-0.43718046,0.23506331,0.3729328,0.5707675,0.4263448,-0.8636533,-0.6333115,-0.330321,-0.08636044,-0.2329575,0.31548166,0.23279668,0.07804406,-0.13445789,-0.087698594,-0.032762885,0.5903766,-0.045578346,-0.08671963,-0.46786758,-0.36510205,0.11064714,-0.5070058,-0.084291786,-0.75892556,-0.300425,0.43800902,-0.1973373,-0.06947758,-0.3665437,-0.46810427,-0.093803495,0.88113,-0.1038312,-0.24145812,-0.40683955,0.24275777,0.7228508,-0.07582444,1.2916414,-0.2159225,0.095121145,-0.62251776,1.1168766,0.95076126,0.37619218,-0.17455581,-0.7555709,0.0014629401,-0.07027823,1.1151396
9,0.9833889,0.88511324,0.7538952,2.8314857,-1.9290534,0.42539364,-0.59084904,2.3748794,-0.85743403,0.36283076,0.36253762,1.3989216,-0.6513472,0.23212391,0.8853594,1.724314,-0.3657781,0.60830057,0.36157215,-0.5458015,0.08485925,-0.24693531,0.0810529,-1.5781214,1.1647869,0.030049264,0.29210636,1.6447742,-0.017051972,0.10010852,1.3013161,0.46851593,0.108416095,0.6151435,0.27260715,0.6484561,-0.49316502,-0.7222904,1.5212142,0.78497577,1.886387,0.24599974,0.5041233,0.055582345,0.2919803,-0.89111936,-0.5346343,1.4143701,0.036039293,-0.6814732,-0.06670679,-0.53053236,0.06464608,-0.5280004,0.38315576,-0.35913455,-0.88904655,-1.3976134,-0.7966192,-0.5629184,0.7234179,-0.52186537,-0.5228591,-0.78048015,0.8150519,-0.1314106,-0.31409395,0.1420987,-1.0418408,-0.28480268,-0.7091754,-0.93489087,0.83284485,-0.723089,-0.07705006,-0.63189226,0.21371952,-0.33064985,-0.00025230646,0.3311958,-0.2308799,-0.58208275,0.030101307,-0.14200297,-0.36999393,0.10877301,-0.61256397,0.1886377,0.20225778,0.39373893,-0.056951568,-0.108045906,-0.77437943,0.08128612
