,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0,-2.6370986,-0.3478017,-1.3051295,0.4773518,0.22237933,2.5979395,1.8650674,-0.4945439,0.24353886,0.25607836,-0.2139852,-0.4355985,-0.4177559,0.5299173,-0.5444981,-0.15261002,-0.18450871,-1.0418968,0.33992726,-0.4338599,-0.66711473,0.9134767,-0.390356,-0.55869806,0.15286475,-0.26365983,0.090554014,0.46577936,0.4940273,-0.067078285,0.36465818,-0.4413578,0.3518735,-0.70173025,-0.4747179,0.57616854,0.048465848,-0.4339313,-0.5074862,-0.16847977,-0.124370515,-0.43423137,0.51291674,-0.33936352,0.5662703,0.115511924,0.3787965,-0.19202392,-0.33153668,0.6906446,0.56143796,-0.62861043,0.23542301,-0.20703954,0.41231185,0.38644528,-0.04136026,-0.22358027,-0.24174853,0.6140272,-0.011147991,0.056322485,0.38878655,-0.12364988,0.14340566,0.5206313,-0.25945672,-0.30931535,-0.13769267,-0.52384615,-0.52636594,-0.2894231,-0.02398917,-0.36767703,-0.5692083,-0.4796257,-0.21731244,0.16018994,0.36404133,0.21476449,-0.1946144,-0.17086747,0.1995129,-0.20772262,0.24573188,0.019818246,-0.24634722,-0.33418852,0.001933068,0.09969045,0.005821064,0.09861481,0.32246587,-0.026513979
1,-2.7981935,3.6347451,2.0862296,3.196251,1.6206992,-0.67087084,1.7264792,-0.08349478,0.8924711,0.7537013,-0.3069513,-0.3655885,0.26048076,-0.69216,-0.4335834,0.44877765,-0.56584096,-0.2666643,0.37263083,0.5848046,0.5708497,-0.6220647,-0.5492885,-0.15477213,0.08108866,-0.22247176,-0.31811756,0.172059,0.2995253,-0.5183446,0.44812542,-0.010753751,0.42608353,0.69042647,0.2692531,-0.10390304,0.6027731,-0.38076812,-0.36556607,0.20324823,0.6577921,0.19318312,0.2915729,0.28579766,-0.0031912625,0.37987658,-0.07561125,-0.023779325,-0.27977353,0.2702525,0.2208465,0.6986234,0.09093031,-0.1810674,-0.13100033,0.26798004,-0.16440515,-0.060767576,0.3884045,0.15839443,0.08015667,0.49589956,-0.02772697,0.6791332,-0.07435402,0.3472747,0.5150034,0.06654181,0.059303567,-0.4026574,0.17203029,0.52590925,0.19637834,-0.111875795,0.41087896,0.24840626,-0.2971419,0.036676317,0.16140324,0.16764764,0.017111585,-0.22493538,0.022020102,-0.37391144,-0.4390344,-0.3636623,0.12503663,-0.00994125,0.00019791722,0.59884584,0.39905626,-0.44814086,-0.13395134,0.16358888
2,-1.7393923,-1.2417319,-1.3216861,-1.5108753,-0.7796273,-1.543128,1.4770943,-1.3966029,0.29576218,-0.055509925,-0.6058846,1.2063845,-0.84446573,1.1755807,-0.626421,-0.7371383,-0.5373645,-0.624279,-0.90248173,0.8272627,-0.4246465,-0.117990285,0.08712125,-0.0739297,0.9278845,-0.4425825,1.0139134,-0.44184536,0.29396418,0.3708465,-0.03670682,0.6005712,0.55380285,-0.71950424,0.11247167,-0.43315238,0.40871117,-0.6763943,-0.9470046,-0.37880167,0.1400865,0.63723594,-0.61085886,0.670115,0.42396355,-0.108660564,0.05246581,-0.32861164,-0.18834081,0.18686703,0.7180759,-0.57073927,-0.4536752,0.13657618,-0.39712703,-0.20259243,-0.327791,-0.8497152,0.34592927,0.38848886,-0.14748423,0.098160714,-0.39313364,0.16716632,-0.09811133,-0.12763573,-0.20425832,-0.37045005,0.44760388,0.41807222,0.16646327,0.0003668107,-0.20238656,0.13383493,0.21372095,0.0710513,-0.14776167,0.32518125,0.037257493,-0.12485455,0.05589612,0.20450069,-0.32704544,0.00038719177,-0.17109974,0.18028378,0.04429234,0.00019559264,0.0036055744,-0.028536677,0.01999475,0.0145486,-0.20742399,-0.13410632
3,-0.9949416,1.0745683,1.1870568,1.1384648,-0.07932508,-4.0441484,1.2023674,-0.24964595,-0.75533426,1.2556971,1.6122293,1.3014629,0.84287477,-0.024160385,-0.005896449,0.3541298,-0.4184372,0.060032308,-0.39286798,0.12096888,-0.16618434,1.3468794,0.76667356,1.4272811,-0.41474774,0.40435433,0.96934843,0.70387584,-1.2063293,0.59746695,0.8153214,0.15863627,0.83296335,-0.005402744,0.28248855,0.10904053,-0.7730203,-0.7580229,0.85997224,-1.0445709,-0.28385347,0.24135467,0.17489022,0.35743862,0.54441065,0.45347092,0.17505391,0.48922265,0.5284779,-0.29730192,-0.12417877,0.21426803,0.46264827,0.049578257,0.1595844,0.05573687,0.015654773,0.26565108,0.21940288,0.1747013,-0.34772474,-0.45988417,0.1648591,-0.105914235,0.12795159,0.05328247,0.19452587,-0.15904987,0.018334046,-0.06344777,-0.13222007,-0.026221555,0.14161807,-0.24958232,0.06282237,0.066697046,-0.23751016,0.035570726,0.13945022,-0.22932757,0.0006314665,-0.00063340366,0.005633682,-0.10508935,0.026374534,0.0072005093,-0.16517934,-0.13653664,0.03530568,-0.042689174,-0.06357184,-0.16041273,0.07304634,-0.025300637
4,-1.3291364,2.6763268,0.29180002,0.27129468,-0.90603065,-1.9664624,1.868663,-1.2442987,-0.61688447,-0.45132297,-0.5140436,-0.09003246,-1.6163185,0.5045844,0.82271326,-0.6824968,-0.33949655,0.74842757,0.11569929,-0.7530726,0.38374737,0.5062207,-0.9076816,0.5330095,-0.4414947,-0.50253683,0.68623674,-0.27621478,-0.5997176,-0.84764814,0.027251452,0.55077714,-0.9162806,0.055510998,-0.13440329,-0.57777977,-0.13304181,-0.005172424,-0.063293725,-0.19424643,1.3678086,-0.44178236,0.7102314,-0.46795523,-0.45949227,0.27981445,-0.42000586,-0.23683424,0.34951746,0.79071116,-0.59839517,-0.042044282,0.12023118,0.20553932,-0.011011869,0.36788332,-0.583516,0.034165412,0.2980261,-0.5350534,-0.038627863,-0.2322444,-0.29778293,0.19923618,-0.010261804,-0.08966024,-0.68055636,0.22074899,0.17080016,-0.16369496,-0.10964571,0.52442735,-0.37262723,-0.206826,-0.3301611,-0.10527135,-0.13473037,0.005981371,-0.088097736,0.16891542,0.07728717,0.015592545,-0.011862546,0.33294344,-0.14527234,0.047352985,-0.15054029,-0.009131059,-0.1068078,-0.13704641,-0.17585234,0.15250218,0.045290463,-0.08604646
5,-1.1314877,0.22369957,0.36840606,-1.8415753,-0.36664844,-3.5075386,0.58646,-1.019767,-0.00790143,-0.2902602,0.12907988,1.123564,-0.2501772,-0.06273192,-0.4592989,0.08117476,-0.7333207,0.06527984,-1.0458622,0.5805501,-0.29074997,-0.66923594,-0.97245574,-0.9015703,-0.026439846,-1.9146082,0.616115,-0.84131354,-0.23131627,0.31074864,-0.77541983,-0.6707319,-0.34339648,0.2954933,-0.7524448,-0.7990125,0.563727,0.18701115,-0.13370867,0.772189,-0.6445475,-0.13683334,-0.2921204,-0.06200868,0.3657335,0.34454843,-0.7962,0.48771757,0.58165264,-0.38373017,-0.059275694,0.49546123,0.47261,0.116968386,0.25211054,0.2463628,0.31194994,0.12675837,0.066951096,0.17884848,0.23510765,0.10320541,0.19683418,-0.52836466,-0.4142051,0.026498228,0.4302909,-0.18760225,-0.32228628,-0.10609504,-0.15717018,0.03181226,0.026450485,-0.08728782,-0.119422704,-0.12040015,0.10141115,-0.25260746,0.058485538,0.055055574,-0.14115895,-0.06677274,0.11225462,0.009687871,0.18960068,-0.11596486,-0.13301149,-0.06387885,0.1431037,0.020425394,-0.124293074,-0.026170373,0.22842786,-0.08822179
6,-1.0429626,0.7843385,0.15530968,2.1441817,-0.32815254,-3.03703,2.7407918,0.3661784,-0.23899174,0.09987676,-0.750722,-1.3328099,-0.32622772,0.36197627,1.2358749,0.39618894,-0.29495138,0.11707443,-0.9571866,0.09750146,0.031684548,0.38047802,-0.16573909,0.31540462,0.27501792,0.4434141,-0.3442487,-0.37377566,0.20882931,0.13599354,-0.2628353,0.647031,-0.75331026,-0.6696061,-0.42545456,-0.18641195,-0.4442345,0.444038,-0.13245791,-0.0028097332,-0.4600742,-0.32872108,-0.43645957,0.19641192,0.03651537,0.8359659,0.33070225,-0.3448527,-0.94340116,-0.36244625,0.048332937,0.15480232,0.3920784,-0.5990767,-1.0420085,-0.32656068,0.06532577,0.34119046,-0.2729454,0.051269583,0.28173828,0.263037,0.34080997,0.2531292,0.045880467,0.24855843,-0.6888994,-0.06477598,-0.48617822,0.44054633,0.2640829,-0.36960334,0.5421546,0.27817452,0.14765291,-0.08298697,0.1454553,-0.25123814,0.07958487,-0.016699344,-0.1393555,-0.24969289,0.1984564,-0.10528275,0.050243486,0.100481346,0.019778728,0.10253021,0.02208203,0.114262775,-0.26051623,0.0869624,0.043727875,0.08229934
7,-2.123212,2.5943532,0.784899,2.5612254,0.29801702,-1.4772551,2.404881,-0.012778401,0.33397293,-0.17470455,-1.0098188,-1.2406869,-1.1173613,0.6381052,0.40261817,0.6064273,-0.51200604,-0.198944,-0.75275326,-0.083556354,0.680756,-0.5713227,0.25871414,-0.14351574,-0.15821627,0.4582042,-0.4593408,0.24748045,0.33917412,-0.2181809,-0.19917378,0.72120935,-0.5817654,-0.05874145,-0.12320489,-0.46653515,-0.5802027,0.92907584,0.21392146,-0.7271275,-0.29493994,-0.5908827,0.3098049,-0.48922288,0.2985433,-0.7102444,0.25160617,0.021509394,0.43782657,-0.13202965,0.7654234,-0.39386615,-0.27298597,0.1921311,0.5726595,0.16035682,0.19650558,0.12104964,-0.3381968,-0.14996994,-0.05374284,0.017280728,-0.25948855,-0.17571345,0.22290161,-0.036769867,1.2107115,-0.19961873,0.49267173,-0.25347185,0.19392727,-0.22727141,-0.0068106204,0.22654685,0.041292638,0.08733715,-0.10621494,-0.12018965,0.26684093,0.109797604,-0.023567885,0.220416,-0.2628693,0.031596363,0.28290296,0.042751625,-0.064070806,0.10454771,0.05416903,-0.32459483,0.35423958,0.060419977,0.10294309,-0.16166773
8,-2.428108,0.58712816,0.33631158,1.7607225,-0.27771795,-1.0530643,2.2727785,0.3171798,-1.3322197,0.5134779,0.11430991,-0.04700792,0.73295295,-1.0371555,-0.2673264,0.9081056,0.009503275,-0.64236355,0.23246562,0.78265005,-0.7673169,0.70768464,0.570107,-0.035987765,-0.2142281,-0.5205569,-0.28828436,0.43303442,0.26349953,0.56136787,0.007487178,-0.4607469,0.27006432,-0.71532667,0.03999281,0.13260713,-0.082902014,0.40353867,0.4906073,0.77593267,0.12419015,0.03978335,-0.08894985,0.23758222,-0.36452544,-0.13979122,0.4266774,-0.4370206,0.29835021,0.68568933,-0.89723605,-0.6028006,0.18237978,0.42673656,-0.22159144,0.1846695,0.30808225,-0.495449,-0.8195645,-0.018750168,0.55494606,-0.13023144,-0.44663376,-0.105788454,-0.1703175,-0.2820755,-0.14267085,0.26960626,0.009998962,-0.15638869,0.31208128,0.037301887,-0.15278438,-0.17604959,-0.23063582,0.3059767,0.30067283,-0.22946501,0.0403046,0.2325957,-0.07630266,0.29304707,-0.11795263,-0.082132235,-0.08715525,-0.09290388,0.22635582,-0.18161298,-0.08362684,0.25657704,0.2093897,-0.14076549,-0.33057114,-0.1367234
9,-1.9969285,0.37802505,1.1929085,1.6505601,0.33948052,-1.626476,1.9243551,0.3965261,-0.6914549,0.12610614,0.16512567,-0.14539224,-0.11447525,-0.40801942,-0.49771667,0.6454693,0.6535677,-0.2735587,0.13727307,0.18645263,-0.6681306,-0.278895,0.42312682,-0.27761573,-0.3442222,-0.008522198,-0.29918456,0.2087654,0.07610729,0.23346546,-0.3144257,-0.7107508,0.014596254,-0.21226734,-0.36771408,-0.27468333,-0.0694181,-0.21215668,-0.22494417,0.15536204,-0.37773573,-0.055664726,-0.52410865,0.28474075,-0.7078649,-0.6158527,0.19086052,0.18108194,0.2654937,-0.21740958,-0.41784453,-0.015989482,-0.2802692,-0.24955294,0.66205305,-0.003362298,-0.1608758,0.07616326,-0.09079565,-0.09063976,-0.11798911,-0.35961014,0.07425595,-0.1520602,-0.29104784,-0.14052697,-0.2646143,0.19132665,0.2377526,0.227423,-0.25546318,-0.5648122,-0.388584,-0.038177483,-0.0053148866,0.022915415,-0.40520424,0.4944018,0.044846863,-0.09123571,0.1084921,-0.5388575,0.008333355,0.62800574,-0.41463733,0.052246675,0.29573485,0.49986288,-0.01942283,0.04891804,0.008528784,0.23399788,0.22036117,0.24051753
